region,province,city_or_municipality_including_districts,registered_voter,male,female,17-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-above,literacy,indigenous_people,person_with_disability,single,married,widow,legally_seperated
Region II,Nueva Vizcaya,Ambaguio ,5541,2938,2603,236,1001,987,727,619,486,413,318,295,176,283,94.12%,1089,188,2450,3004,77,10
Region II,Nueva Vizcaya,Aritao ,20707,10016,10691,626,2847,2818,2497,2192,1913,1764,1653,1483,1183,1731,99.88%,1,69,7274,12556,850,27
Region II,Nueva Vizcaya,Bagabag ,18251,8853,9398,1596,2541,2076,1950,1721,1742,1628,1529,1261,940,1267,99.68%,11,100,7076,10595,569,11
Region II,Nueva Vizcaya,Bambang ,29781,14498,15283,928,4042,4283,3517,3230,2866,2644,2252,1980,1622,2417,99.55%,0,74,11281,17664,796,40
Region II,Nueva Vizcaya,Bayombong ,30322,14372,15950,880,4133,3984,3462,3269,2789,2653,2434,2173,1784,2761,99.59%,66,57,11898,17563,827,34
Region II,Nueva Vizcaya,Diadi ,9867,5059,4808,858,1516,1315,1152,980,942,778,743,607,412,564,99.23%,217,76,3696,5721,407,43
Region II,Nueva Vizcaya,Dupax Del Norte ,14406,7232,7174,1376,2076,1827,1597,1336,1348,1184,1153,909,640,960,98.85%,0,168,5153,8657,584,12
Region II,Nueva Vizcaya,Dupax Del Sur ,11232,5880,5352,1148,1763,1415,1226,1108,1070,941,841,625,421,674,99.35%,0,59,4798,6206,196,32
Region II,Nueva Vizcaya,Kasibu ,19677,10569,9108,635,3219,3302,2634,2207,1785,1560,1369,1112,832,1022,99.71%,0,363,7536,11803,310,28
Region II,Nueva Vizcaya,Kayapa ,12516,6625,5891,1174,2021,1713,1475,1189,1122,1013,930,753,503,623,95.53%,0,101,4903,7328,273,12
Region II,Nueva Vizcaya,Quezon ,12822,6804,6018,1351,1992,1723,1531,1289,1224,1028,904,719,451,610,98.34%,0,29,4905,7539,373,5
Region II,Nueva Vizcaya,Santa Fe ,10394,5359,5035,1224,1722,1351,1173,990,906,827,700,579,382,540,98.69%,4,78,4327,5692,360,15
Region II,Nueva Vizcaya,Solano ,35000,16945,18055,1305,4753,4707,3923,3741,3213,2990,2794,2476,2043,3055,99.96%,152,209,14452,19432,1046,70
Region II,Nueva Vizcaya,Villaverde ,10545,5168,5377,972,1491,1329,1235,1011,956,930,786,629,500,706,99.04%,0,23,3830,6427,277,11
Region II,Nueva Vizcaya,Alfonso Castaneda ,5479,2897,2582,205,901,850,704,589,547,438,390,306,181,368,95.98%,0,29,2240,3097,136,6
Region II,Quirino,Aglipay ,16554,8454,8100,1724,2505,2090,1807,1584,1492,1344,1214,1091,711,992,99.77%,35,43,5794,10156,569,35
Region II,Quirino,Cabarroguis ,17067,8683,8384,507,2474,2278,2004,1932,1607,1436,1371,1210,944,1304,99.94%,0,17,5914,10699,442,12
Region II,Quirino,Diffun ,27546,13646,13900,2535,4067,3664,3372,2859,2693,2190,2001,1573,1112,1480,99.20%,2,39,9593,17134,786,33
Region II,Quirino,Maddela ,21359,10764,10595,621,3029,2759,2593,2379,2040,1972,1673,1509,1129,1655,98.68%,0,137,7265,13510,573,11
Region II,Quirino,Saguday,9203,4656,4547,867,1330,1111,1026,974,857,725,685,565,440,623,99.09%,3,27,3119,5829,248,7
Region II,Quirino,Nagtipunan ,12732,6755,5977,1297,2029,1698,1604,1346,1282,1065,817,614,430,550,98.20%,340,169,4667,7854,201,10
Region III,Bataan,Abucay ,25318,12034,13284,1057,3344,3301,2854,2740,2330,2271,1913,1683,1465,2360,99.48%,0,149,11431,12973,882,32
Region III,Bataan,Bagac ,22230,11171,11059,1030,3033,3213,2972,2545,1895,1778,1545,1401,1113,1705,99.54%,0,157,11783,10017,382,48
Region III,Bataan,Balanga City ,65350,31163,34187,3059,9267,9034,7878,7355,6082,5720,4810,4179,3246,4720,99.93%,0,122,33474,30147,1342,387
Region III,Bataan,Dinalupihan ,62848,29725,33123,2929,9505,8885,7464,6788,5783,5515,4609,3814,2999,4557,99.86%,0,103,32011,29176,1462,199
Region III,Bataan,Hermosa ,40935,19557,21378,1932,5901,5723,4807,4405,3715,3644,3091,2558,1997,3162,99.69%,0,76,19629,19919,1280,107
Region III,Bataan,Limay ,49527,24089,25438,2345,6982,7280,6537,5782,4546,4110,3482,2951,2234,3278,99.67%,0,217,26163,22254,946,164
Region III,Bataan,Mariveles ,75890,35480,40410,3360,10823,10527,9554,9172,7307,6619,5713,4994,3524,4297,99.97%,0,138,39760,34604,1416,110
Region III,Bataan,Morong ,18795,9121,9674,746,2632,2723,2430,2032,1695,1591,1331,1213,986,1416,99.72%,0,26,9815,8539,423,18
Region III,Bataan,Orani ,45655,22042,23613,1911,6037,6441,5427,4888,3896,4097,3583,3207,2348,3820,99.41%,0,158,20695,23197,1657,106
Region III,Bataan,Orion ,36335,17441,18894,1710,4921,4783,4301,4116,3223,3049,2632,2437,2052,3111,99.63%,0,89,18933,16620,676,106
Region III,Bataan,Pilar ,26876,12910,13966,1160,3745,3738,3260,2955,2418,2236,1969,1842,1354,2199,99.78%,0,48,14060,12236,490,90
Region III,Bataan,Samal ,24317,11751,12566,937,3188,3381,2863,2631,2127,2052,1819,1645,1263,2411,99.85%,0,111,11256,12163,867,31
Region III,Bulacan,Angat ,36064,17212,18852,1396,5147,4650,4175,3970,3513,3318,2841,2273,1758,3023,99.93%,1,32,17575,17776,604,109
Region III,Bulacan,Balagtas (Bigaa) ,42462,20212,22250,1823,6073,5574,5085,4830,4034,3836,3298,2726,2094,3089,99.95%,0,28,22134,19302,933,93
Region III,Bulacan,Baliuag ,90844,43179,47665,3314,12425,12064,10901,10539,8810,8336,6953,5757,4469,7276,99.92%,0,54,46214,42374,1927,329
Region III,Bulacan,Bocaue ,58181,27368,30813,2014,7285,7298,6508,6612,5922,5740,4710,3987,3179,4926,99.97%,0,54,30749,26206,1101,125
